Firstdate,Lastdate,Nusers,Mean_dr,Sum_dr
2020-05-31,2020-06-29,19, 14.07101903166864, 267.3493616017042
2020-06-01,2020-06-30,17, 15.670112249575702, 266.39190824278694
2020-06-02,2020-07-01,19, 15.01734162920927, 285.3294909549761
2020-06-03,2020-07-02,19, 15.054641807720573, 286.0381943466909
2020-06-04,2020-07-03,16, 15.90577650506474, 254.49242408103584
2020-06-05,2020-07-04,17, 15.679329152364758, 266.5485955902009
2020-06-06,2020-07-05,17, 14.726379831190194, 250.3484571302333
2020-06-07,2020-07-06,18, 15.868039402762678, 285.6247092497282
2020-06-08,2020-07-07,18, 15.303168547967156, 275.4570338634088
2020-06-09,2020-07-08,17, 13.62648848598053, 231.65030426166902
2020-06-10,2020-07-09,17, 13.557476425729922, 230.47709923740868
2020-06-11,2020-07-10,18, 15.127494310111274, 272.29489758200293
2020-06-12,2020-07-11,17, 14.333296697855587, 243.66604386354499
2020-06-13,2020-07-12,11, 17.325301979956194, 190.57832177951815
2020-06-14,2020-07-13,9, 21.363291685279936, 192.26962516751942
2020-06-15,2020-07-14,9, 20.446299700046396, 184.01669730041755
2020-06-16,2020-07-15,8, 22.248526101737067, 177.98820881389653
2020-06-17,2020-07-16,7, 24.682750335086695, 172.77925234560686
2020-06-18,2020-07-17,7, 24.113444800217795, 168.79411360152457
2020-06-19,2020-07-18,7, 22.71614065039333, 159.01298455275332
2020-06-20,2020-07-19,7, 23.732149194652106, 166.12504436256475
2020-06-21,2020-07-20,7, 22.032338080545344, 154.2263665638174
2020-06-22,2020-07-21,7, 26.88986426492163, 188.2290498544514
2020-06-23,2020-07-22,6, 26.68467410346624, 160.10804462079744
2020-06-24,2020-07-23,6, 25.48528780098656, 152.91172680591936
2020-06-25,2020-07-24,6, 24.465876288947086, 146.79525773368252
2020-06-26,2020-07-25,7, 23.211964061664595, 162.48374843165217
2020-06-27,2020-07-26,6, 22.854951587893638, 137.12970952736183
2020-06-28,2020-07-27,6, 21.940753524377886, 131.64452114626732
2020-06-29,2020-07-28,6, 23.0266898948516, 138.1601393691096
2020-06-30,2020-07-29,5, 25.135482259583288, 125.67741129791644
2020-07-01,2020-07-30,4, 31.42259219274819, 125.69036877099276
2020-07-02,2020-07-31,3, 34.725716988529264, 104.1771509655878
2020-07-03,2020-08-01,3, 34.89087455019529, 104.67262365058588
2020-07-04,2020-08-02,3, 33.68041031015022, 101.04123093045067
2020-07-05,2020-08-03,2, 52.69803303623348, 105.39606607246697
2020-07-06,2020-08-04,2, 50.445771497333105, 100.89154299466621
2020-07-07,2020-08-05,2, 51.281080231764726, 102.56216046352945
2020-07-08,2020-08-06,1, 65.67474933133802, 65.67474933133802
2020-07-09,2020-08-07,1, 63.047759358084484, 63.047759358084484
2020-07-10,2020-08-08,1, 60.52584898376111, 60.52584898376111
2020-07-11,2020-08-09,12, 16.292681991316105, 195.51218389579327
2020-07-12,2020-08-10,1, 60.10481502441066, 60.10481502441066
2020-07-13,2020-08-11,12, 15.723923636217286, 188.68708363460743
2020-07-14,2020-08-12,1, 57.392597526496864, 57.392597526496864
2020-07-15,2020-08-13,1, 52.89301788041951, 52.89301788041951
2020-07-16,2020-08-14,1, 59.72635121375284, 59.72635121375284
2020-07-17,2020-08-15,11, 16.798534838023617, 184.78388321825977
